gabriel vanca,,"smart contract,deontic logic,financial risk,formal methods,documentation,semantics,derivative,management science,systems engineering,computer science",,,,,,
gabriela f ciocarlie,sri international,"cyber insurance,blockchain,continuous monitoring,economic shortage,audit,feedback loop,computer security,business",,,,,,
gabrielle fletcher,,"decentralized autonomous organization,digital currency,blockchain,law,computer security,political science",,,,,,
gaby dagher,,"blockchain,medical record,knowledge management,computer security,business",,,,,,
gaby g dagher,boise state university,"voting,blockchain,computer security,data mining,computer science",,,,,,
gad ruschin,,"blockchain,possession,pointer,digital media,distributed management,real time computing,engineering",,,,,,
gaetano zizzo,university of palermo,"grid energy storage,ac power,blockchain,cryptocurrency,barter,microgrid,photovoltaic system,electric power system,distributed computing,business",,,,,,
gaggioli andrea,,"blockchain,knowledge management,multimedia,psychology",,,,,,
gang chen,zhejiang university,"blockchain,latency,scalability,throughput,systems design,software,data mining,database,computer science",,,,,,
gang yao,chinese academy of sciences,"smart contract,handshake,blockchain,authentication,internet privacy,computer security,computer science",,,,,,
gao wenzhong,university of denver,"blockchain,renewable energy,natural resource economics,business",,,,,,
gaoqi liang,the chinese university of hong kong,"blockchain,meter,data protection act 1998,grid,electric power system,robustness,control engineering,computer security,engineering",,,,,,
garcia alejo,,"blockchain,cryptocurrency,internet privacy,geography",,,,,,
gareth baxendale,,"eprs,blockchain,computer security,engineering",,,,,,
gareth owen,university of portsmouth,"reputation system,blockchain,reputation,distributed database,server,the internet,cryptography,computer security,computer science",,,,,,
gareth owenson,,"proof of stake,reputation system,blockchain,reputation,vulnerability,scalability,peer to peer,internet privacy,computer security,engineering",,,,,,
gareth r t white,university of new south wales,"blockchain,scarcity,commercialization,delphi method,performance improvement,competitive advantage,management,marketing,economics",,,,,,
gareth w peters,university college london,"transaction processing,ledger,blockchain,clearing,provisioning,remittance,data integrity,the internet,commerce,computer science",,,,,,
garrett day,,"hash tree,blockchain,if and only if,data set,access control,data mining,computer science",,,,,,
garrick hileman,london school of economics and political science,"alternative currency,blockchain,cryptocurrency,global map,currency,payment,benchmarking,commerce,economics",,,,,,
garry a gabison,,"blockchain,government,public relations,political science",,,,,,
gary a ganger,,"distributed ledger,debt,finance,business",,,,,,
gary l neidig,,"hypervisor,audit trail,virtualization,blockchain,application sharing,provisioning,cloud computing,virtual machine,distributed computing,computer science",,,,,,
gary steri,european commission,"identity management,blockchain,internet privacy,computer science",,,,,,
gaspari paolo,,"blockchain,internet privacy,philosophy",,,,,,
gaurav nagla,,"distributed ledger,database,computer science",,,,,,
gautam swain,university of western ontario,"blockchain,superordinate goals,private money,commodity,decentralization,categorization,socioeconomic status,categorical variable,data mining,political science",,,,,,
gautier marindagannaud,,"blockchain,mining engineering,library science,computer science",,,,,,
gavin allen,,"blockchain,distributed computing,computer science",,,,,,
gavin andresen,university of massachusetts amherst,"proof of work system,pre play attack,blockchain,database transaction,computer security,computer science",,,,,,
gavina baralla,university of cagliari,"teledermatology,blockchain,exchange of information,medical record,data mining,computer science",,,,,,
geert van grootel,,"eurocris,blockchain,cryptography,internet privacy,world wide web,computer science",,,,,,
geir arne gjersvoll iversen,,"blockchain,exploratory research,finance,economics",,,,,,
geir hovland,university of agder,"proof of work system,blockchain,nonlinear system,control theory,mathematics",,,,,,
genadijs gromovs,,"blockchain,internet of things,construction engineering,transport engineering,engineering",,,,,,
gene d fernandez,,"distributed ledger,cryptographic hash function,ledger,database transaction,information privacy,central processing unit,database,business",,,,,,
geneiatakis dimitrios,,"blockchain,proof of concept,theoretical computer science,mathematics",,,,,,
generoso cogliano,,"blockchain,cryptocurrency,commerce,business",,,,,,
genshe chen,temple university,"smart contract,single point of failure,security token,pi,information protection policy,access control,shared resource,scalability,computer network,distributed computing,computer science",,,,,,
george alexandris,,"blockchain,circular economy,computer security,computer science",,,,,,
george allayannis,university of virginia,"smart contract,digital currency,blockchain,fidelity,corporate governance,commerce,business",,,,,,
george azzopardi,,"distributed ledger,immutability,blockchain,digital ecosystem,internet of things,systematic review,the internet,knowledge management,computer science",,,,,,
george bissas,,"proof of work system,pre play attack,blockchain,database transaction,computer security,computer science",,,,,,
george c polyzos,athens university of economics and business,"public key cryptography,blockchain,internet of things,access control,authentication,the internet,internet privacy,computer security,computer science",,,,,,
george danezis,university college london,"smart contract,byzantine fault tolerance,commit,compromise,verifiable secret sharing,polling,audit,scalability,distributed computing,computer security,computer science",,,,,,
george dean bissias,university of massachusetts amherst,"smart contract,public offering,software security assurance,exploit,security token,futures contract,derivative,game theory,computer security,computer science",,,,,,
george drosatos,democritus university of thrace,"blockchain,knowledge retrieval,information retrieval,data mining,computer science",,,,,,
george f hurlburt,university of houston,"blockchain,cryptocurrency,currency,internet privacy,computer security,computer science",,,,,,
george giaglis,,"blockchain,computer engineering,computer science",,,,,,
george kyriakarakos,agricultural university of athens,"blockchain,rural area,developing country,construction engineering,control engineering,engineering",,,,,,
george m giaglis,athens university of economics and business,"blockchain,cryptocurrency,enterprise architecture,trusted third party,decentralization,cloud computing,everyday life,organizational structure,knowledge management,data mining,computer science",,,,,,
george milad,,"terrorism financing,digital currency,blockchain,cryptocurrency,originality,payment,terrorism,emerging technologies,public relations,economics",,,,,,
